104,Pedro Sánchez,2021-05-15 20:25:40,95,18
105,Sofía Ramos,2023-07-06 09:14:08,24,22
106,Juan García,2014-10-28 12:08:44,64,8
107,Luis Vargas,2020-11-15 12:08:36,31,31
108,Pedro Castillo,2022-10-18 02:00:42,77,49
109,Pedro García,2005-08-02 06:40:30,38,42
110,Juan Torres,2006-06-22 22:52:16,21,9
111,Gabriela Castillo,2007-02-16 22:59:51,38,41
112,Ana González,2023-07-04 21:57:53,91,2
113,Carlos Ramos,2017-03-19 03:17:41,45,24
114,Andrés Ramírez,2004-07-08 19:01:14,84,8
115,Andrés Torres,2023-03-05 21:26:17,92,21
116,Sofía Ramírez,2007-10-18 12:54:36,68,40
117,Sofía Martínez,2019-05-09 18:30:35,56,8
118,Jorge Morales,2003-11-19 19:05:27,72,12
119,Daniel Castillo,2016-11-12 06:03:50,52,32
120,Laura Castillo,2023-05-11 09:44:30,99,43
121,Gabriela González,2003-03-12 08:04:56,27,20
122,Gabriela Ramos,2019-01-01 04:06:45,89,7
123,Carlos Vargas,2023-10-18 09:19:24,38,20
124,Luis Ramírez,2004-08-28 21:46:37,19,50
125,Sofía García,2008-02-05 10:32:17,87,23
126,Daniel Castillo,2021-09-15 13:54:13,52,41
127,Daniel González,2002-05-04 22:01:37,95,38
128,Juan Vargas,2008-04-28 21:48:01,39,47
129,Daniel Vargas,2020-03-24 23:32:29,4,14
130,Pedro Fernández,2004-04-25 15:41:19,75,40
131,Valeria López,2018-08-14 19:58:02,67,26
132,Valeria Fernández,2019-06-25 17:21:51,96,4
133,Ana Vargas,2022-11-03 08:07:32,64,40
134,Luis Pérez,2007-08-02 12:02:58,5,22
135,Jorge Martínez,2009-05-05 22:57:17,5,22
136,Valeria Vargas,2022-04-22 21:46:10,89,39
137,Miguel García,2008-12-11 03:21:03,75,29
138,Carlos Torres,2006-11-22 11:01:56,19,10
139,Sofía Cruz,2014-01-01 11:08:28,69,17
140,Juan Castillo,2006-03-31 08:14:46,10,49
141,Laura Morales,2021-11-22 14:55:30,45,36
142,Daniel Martínez,2008-08-14 20:06:09,8,37
143,María Cruz,2015-06-24 19:46:51,76,17
144,Sofía Morales,2023-04-11 00:22:25,66,26
145,Luis Fernández,2005-09-19 00:30:28,22,14
146,Laura Fernández,2013-01-19 02:49:06,60,35
147,Jorge López,2011-09-30 21:54:54,40,24
148,Gabriela Vargas,2000-07-12 00:06:39,75,38
149,Sofía Ramírez,2000-11-11 05:23:53,48,33
150,Lucía Ramírez,2001-12-25 00:55:55,84,21
151,Jorge Torres,2017-01-05 09:38:04,99,5
152,Sofía Martínez,2007-03-03 06:45:25,35,45
153,Andrés Torres,2009-09-26 00:17:10,9,10
154,Valeria Martínez,2000-09-13 03:44:55,12,5
155,Daniel Pérez,2022-08-21 01:12:36,3,7
156,Luis Martínez,2008-02-05 17:25:46,16,13
157,Ana Vargas,2019-11-04 10:51:32,59,22
158,María López,2012-01-12 13:33:56,79,1
159,Camila Flores,2016-10-14 06:37:22,30,24
160,Miguel Cruz,2001-07-12 14:35:16,88,33
161,Jorge Ramos,2017-02-19 23:08:23,25,24
162,Andrés García,2017-07-08 04:42:55,47,44
163,Juan Pérez,2013-09-07 08:31:56,48,15
164,Gabriela Castillo,2005-10-23 00:18:18,56,34
165,Laura López,2010-03-06 00:51:01,47,28
166,Sofía Rodríguez,2017-09-30 14:02:15,20,40
167,Lucía López,2008-06-10 17:04:28,46,45
168,Gabriela Fernández,2020-10-25 14:18:45,64,21
169,Carlos Flores,2005-06-23 14:44:38,62,3
170,Carlos Pérez,2020-06-07 06:09:34,55,17
171,Jorge Morales,2015-05-22 23:58:12,53,13
172,Miguel Ramírez,2008-07-11 07:37:00,27,2
173,Jorge López,2012-11-25 18:56:40,34,19
174,Andrés López,2017-07-11 21:50:18,28,8
175,Valeria Martínez,2010-06-27 17:28:01,100,26
176,Luis Flores,2012-11-23 22:52:46,11,19
177,Ana Sánchez,2010-05-31 20:20:25,86,33
178,Sofía González,2018-02-02 20:18:27,46,39
179,Andrés Ramírez,2012-03-01 00:50:22,98,12
180,Laura Flores,2010-04-19 21:26:10,62,50
181,Laura González,2017-04-30 02:43:10,14,28
182,Pedro Ramos,2024-06-03 06:40:01,53,19
183,Gabriela Cruz,2021-09-13 11:14:47,38,15
184,Sofía Torres,2004-07-15 20:00:20,30,41
185,Sofía González,2015-08-04 08:21:17,75,45
186,Jorge López,2024-01-11 16:51:43,7,36
187,Sofía Rodríguez,2020-03-23 08:57:50,5,27
188,María Martínez,2016-12-28 15:04:42,18,15
189,Miguel Fernández,2015-08-12 08:14:05,54,1
190,Juan Pérez,2013-04-18 21:53:34,42,7
191,Lucía Martínez,2010-03-29 19:46:53,34,6
192,María Pérez,2006-07-03 04:48:27,33,29
193,Juan García,2018-06-22 19:31:59,63,22
194,Jorge Flores,2019-01-21 07:37:09,8,15
195,Daniel Ramírez,2019-04-15 23:26:15,48,50
196,Ana Fernández,2001-06-01 00:32:26,99,19
197,Pedro López,2007-01-26 07:13:28,54,38
198,Lucía López,2017-01-06 09:27:30,67,24
199,María Pérez,2000-11-09 10:02:26,20,26
200,Daniel Rodríguez,2012-02-19 11:55:19,70,20
201,Carlos López,2001-10-27 00:40:18,28,4
202,Ana Flores,2016-11-21 08:04:17,30,50
203,Laura Sánchez,2013-03-24 18:04:07,60,12
204,Miguel Martínez,2007-04-28 22:07:48,87,41
205,Carlos Pérez,2015-11-20 04:20:49,62,41
206,Ana Pérez,2006-02-20 22:59:53,38,41
207,Ana Martínez,2014-10-19 01:16:22,35,23
208,Ana Fernández,2021-12-19 11:55:04,79,33
209,Lucía Martínez,2010-07-13 06:28:22,27,4
210,Miguel Ramírez,2007-08-21 04:38:49,78,49
211,Jorge González,2005-06-12 09:06:45,26,48
212,Miguel Martínez,2009-07-07 08:01:08,30,1
213,Daniel Morales,2002-01-08 09:54:52,96,14
214,María Ramos,2006-03-05 06:28:56,94,41
215,Jorge Flores,2015-01-08 02:48:03,55,35
216,Pedro Sánchez,2002-06-30 03:26:31,70,16
217,Laura Ramos,2023-02-07 04:15:35,53,3
218,Carlos García,2022-06-02 18:14:46,19,4
219,María Ramírez,2023-11-01 19:35:41,71,22
220,Jorge Cruz,2006-01-21 08:09:08,5,22
221,Miguel Sánchez,2020-03-20 04:37:02,11,20
222,Miguel Pérez,2007-02-03 14:00:56,17,40
223,Pedro Flores,2011-09-02 17:44:05,51,5
224,Ana Ramos,2019-03-18 07:59:16,21,20
225,Ana Castillo,2006-03-10 21:07:50,77,31
226,Jorge Cruz,2022-04-02 08:21:54,81,42
227,Daniel Morales,2015-04-22 17:21:47,33,12
228,María Morales,2017-09-09 16:43:49,30,7
229,Lucía Sánchez,2022-02-11 15:14:38,44,18
230,Valeria Cruz,2024-02-26 12:28:10,65,40
231,Jorge Castillo,2011-01-12 15:45:27,42,47
232,Carlos Ramírez,2002-12-02 00:02:23,10,44
233,Pedro Vargas,2012-08-13 03:35:13,89,5
234,Miguel Ramírez,2002-07-13 00:09:52,65,23
235,Valeria Torres,2008-07-06 02:21:50,80,22
236,Camila Flores,2024-08-14 23:05:54,20,44
237,Lucía Rodríguez,2017-08-17 14:03:59,48,24
238,Luis Torres,2019-06-05 14:40:56,82,27
239,Miguel Castillo,2004-12-12 11:31:49,34,28
240,Carlos Pérez,2023-11-07 05:12:20,6,20
241,Carlos Pérez,2011-05-30 11:38:04,95,5
242,Sofía Vargas,2024-04-21 21:05:11,19,18
243,Laura Morales,2004-07-02 21:21:09,49,9
244,María Fernández,2022-12-27 15:24:44,44,8
245,Juan Rodríguez,2009-08-15 18:50:30,31,29
246,Luis Pérez,2007-09-05 03:20:22,55,41
247,Daniel Pérez,2013-07-05 01:32:41,89,14
248,Gabriela Castillo,2000-10-20 20:03:54,16,12
249,Laura Castillo,2007-04-30 18:01:47,91,36
250,Juan Torres,2009-02-27 08:21:52,38,18
251,Daniel González,2004-11-01 09:51:13,89,10
252,Laura Pérez,2012-06-27 03:13:16,67,23
253,Gabriela Vargas,2018-01-07 06:49:36,21,24
254,Jorge Ramos,2017-01-09 10:01:16,52,41
255,María Vargas,2007-08-16 23:48:29,63,46
256,Valeria Vargas,2021-06-24 18:05:55,61,29
257,Luis Ramírez,2014-01-13 05:40:17,41,33
258,Ana López,2012-05-26 14:33:00,83,4
259,Pedro Ramos,2021-07-17 17:39:51,93,50
260,Gabriela Castillo,2017-09-06 20:23:58,64,50
261,Daniel Torres,2016-04-21 15:35:07,97,28
262,Miguel Rodríguez,2018-09-14 00:50:18,67,39
263,Jorge Sánchez,2001-09-07 03:11:04,29,50
264,Lucía González,2011-01-31 01:51:44,75,37
265,Gabriela Flores,2015-07-05 02:25:28,100,19
266,Lucía Rodríguez,2007-04-26 07:15:51,50,7
267,Lucía Flores,2023-07-06 04:50:43,87,1
268,Camila Flores,2005-10-11 23:54:18,9,7
269,Miguel Morales,2008-01-08 14:22:02,72,9
270,Laura Sánchez,2013-03-14 16:34:14,27,21
271,Daniel Sánchez,2015-08-13 02:30:20,29,46
272,María Flores,2021-03-01 11:48:13,43,2
273,Laura Flores,2000-10-13 07:01:44,26,47
274,Carlos Morales,2000-03-12 14:59:25,19,31
275,Sofía Cruz,2006-12-27 09:13:30,5,14
276,Laura Torres,2018-03-28 09:09:23,28,41
277,María Martínez,2007-09-06 09:37:17,38,33
278,Andrés Martínez,2022-05-06 01:56:36,65,48
279,Sofía Ramírez,2004-08-21 14:18:51,56,21
280,Luis López,2003-07-06 01:50:01,31,23
281,Luis Morales,2024-08-16 22:00:06,35,40
282,Laura Ramos,2010-03-22 16:26:33,66,15
283,Daniel González,2001-10-21 11:25:33,57,24
284,Camila Castillo,2013-06-20 05:09:48,41,20
285,María Rodríguez,2012-12-24 02:42:56,56,44
286,Laura Torres,2017-04-13 02:55:42,43,47
287,Miguel García,2005-03-20 15:40:25,77,24
288,Miguel Castillo,2009-05-10 03:49:20,79,48
289,Ana Castillo,2012-07-26 11:37:25,55,39
290,Carlos Ramos,2022-06-10 11:00:48,75,31
291,Laura Torres,2012-11-10 20:02:57,47,8
292,Sofía Sánchez,2004-08-08 19:24:40,57,17
293,Gabriela García,2021-09-11 00:27:57,50,35
294,Sofía González,2009-03-14 06:33:12,16,38
295,Pedro Martínez,2012-03-20 17:34:21,98,31
296,Daniel García,2009-11-01 03:28:29,69,44
297,Laura Vargas,2019-05-12 07:27:52,74,50
298,Sofía Flores,2011-09-01 03:45:24,54,11
299,Camila Pérez,2014-05-09 21:04:40,17,14
300,Pedro Vargas,2023-07-05 13:07:25,87,47
301,Luis Cruz,2015-03-18 15:02:00,84,30
302,Daniel Sánchez,2014-01-14 00:51:51,87,30
303,Jorge Vargas,2009-11-18 13:31:54,48,28
304,Luis Martínez,2019-12-24 19:55:17,9,48
305,Jorge Rodríguez,2024-03-10 02:28:17,30,35
306,Camila García,2004-03-20 15:16:40,17,4
307,Luis Morales,2004-12-20 03:49:32,90,19
308,Ana López,2001-06-11 08:19:15,94,27
309,Miguel Sánchez,2013-11-17 00:01:38,70,9
310,Ana González,2019-07-14 22:11:18,19,12
311,Pedro Ramos,2021-10-26 22:05:55,76,28
312,Jorge Morales,2013-11-01 08:57:02,90,6
313,Pedro Ramírez,2003-07-09 14:49:10,96,11
314,Jorge López,2003-12-11 16:46:45,50,15
315,Jorge Vargas,2019-05-28 20:29:03,100,38
316,Miguel García,2022-04-01 07:32:22,54,1
317,Daniel Torres,2002-04-04 08:16:13,48,24
318,Valeria Torres,2016-07-16 01:09:10,76,1
319,Miguel Martínez,2021-10-05 16:00:13,59,13
320,Sofía Cruz,2020-05-28 07:31:13,32,50
321,Andrés Sánchez,2018-10-01 15:26:17,8,26
322,Carlos Sánchez,2012-08-29 19:46:44,34,19
323,Carlos García,2024-07-21 20:45:26,13,30
324,Lucía García,2018-06-10 16:24:10,5,17
325,Valeria Fernández,2017-04-08 05:32:19,87,21
326,Camila Fernández,2017-12-26 11:33:48,41,19
327,Valeria Sánchez,2021-01-30 18:43:43,100,13
328,Andrés Castillo,2021-10-06 03:13:13,25,4
329,Lucía Flores,2023-11-04 00:27:22,23,44
330,María Rodríguez,2003-07-28 10:35:56,91,11
331,Gabriela Torres,2014-07-12 15:09:40,77,39
332,Gabriela López,2018-06-28 21:11:04,99,31
333,Miguel Cruz,2019-08-04 19:45:20,26,2
334,Daniel Torres,2021-07-07 11:23:31,40,42
335,Ana Pérez,2020-03-12 03:08:04,30,12
336,María Torres,2000-07-02 11:56:52,16,2
337,Lucía Flores,2017-09-07 08:06:17,53,6
338,Camila Rodríguez,2007-09-23 21:10:38,19,20
339,Lucía Martínez,2005-12-08 12:42:46,30,45
340,Miguel Ramírez,2018-11-07 15:41:38,72,41
341,Ana Rodríguez,2023-10-22 14:09:42,55,29
342,Miguel Martínez,2019-03-16 22:12:43,2,27
343,Carlos Castillo,2004-04-07 07:21:51,90,8
344,Miguel Vargas,2017-12-23 09:58:25,72,5
345,Valeria Ramírez,2017-12-31 11:56:42,17,17
346,Pedro Sánchez,2004-05-18 20:57:52,39,35
347,Luis Cruz,2018-08-15 00:14:32,41,3
348,Daniel Sánchez,2020-11-26 17:39:26,95,37
349,Andrés López,2002-09-05 05:58:09,62,10
350,María Fernández,2016-01-23 17:50:10,20,48
351,Miguel Castillo,2005-03-31 19:57:49,91,37
352,Laura Flores,2000-11-24 21:08:06,12,39
353,Luis López,2008-09-11 08:51:55,92,11
354,Lucía González,2016-09-08 05:22:13,74,20
355,María Morales,2000-08-28 03:30:29,17,37
356,Sofía Ramírez,2022-12-26 17:08:37,85,1
357,Laura Ramírez,2010-12-27 17:35:55,48,22
358,Andrés Sánchez,2022-08-01 02:04:37,97,46
359,Gabriela Fernández,2000-01-21 15:05:08,2,26
360,Pedro Cruz,2010-10-18 07:35:36,64,9
361,Jorge Torres,2013-02-21 05:38:53,12,14
362,Ana Fernández,2012-08-27 22:09:47,51,20
363,Juan Pérez,2014-04-06 06:00:57,14,38
364,Valeria Ramírez,2005-07-29 17:57:12,71,36
365,Ana Castillo,2012-12-09 20:04:04,71,23
366,Gabriela González,2018-05-02 16:01:11,17,41
367,Camila Ramírez,2009-06-26 10:04:59,26,13
368,Pedro Sánchez,2016-06-13 09:47:13,21,16
369,Ana Martínez,2016-10-10 14:03:49,28,4
370,Daniel López,2003-01-02 00:58:17,19,49
371,Camila González,2023-10-18 04:34:29,65,17
372,Laura Ramos,2013-01-09 08:28:12,6,23
373,María Fernández,2001-03-16 17:42:20,54,13
374,Valeria Castillo,2021-02-14 09:55:44,77,27
375,María Martínez,2010-11-21 06:39:56,52,15
376,Daniel González,2013-04-30 17:14:22,13,9
377,Gabriela Torres,2005-05-10 22:54:28,3,19
378,Miguel Cruz,2000-03-27 19:31:17,1,42
379,Pedro López,2022-03-21 01:31:40,92,12
380,Jorge Pérez,2007-07-20 00:05:28,70,39
381,Juan Morales,2018-10-31 19:09:16,59,19
382,Jorge López,2019-09-30 03:27:15,5,5
383,Pedro Morales,2019-10-21 02:38:29,55,8
384,Juan Rodríguez,2013-05-02 02:35:28,80,45
385,María Castillo,2010-03-18 12:58:49,53,34
386,Andrés López,2004-09-19 10:31:10,84,30
387,Andrés Ramírez,2001-05-07 06:17:05,84,28
388,Andrés Vargas,2005-03-31 03:12:58,95,31
389,Gabriela Rodríguez,2009-06-10 19:35:22,4,15
390,Miguel Ramírez,2024-05-21 09:28:02,10,32
391,Ana Cruz,2004-07-02 20:51:26,61,39
392,Jorge Sánchez,2010-03-23 23:53:50,41,20
393,Laura Sánchez,2020-07-15 19:18:32,94,3
394,Jorge Ramírez,2003-05-29 01:40:19,15,23
395,María Fernández,2006-09-15 22:02:20,84,45
396,Juan Pérez,2014-02-16 05:34:49,16,17
397,Sofía Sánchez,2012-03-06 01:21:34,78,50
398,Juan Cruz,2000-05-27 06:22:52,67,16
399,Ana Castillo,2008-05-22 03:40:29,89,41
400,María Fernández,2003-11-10 06:14:02,94,18
401,Valeria Sánchez,2005-10-03 13:28:55,49,11
402,Luis Ramírez,2006-03-20 13:58:10,47,23
403,Luis Vargas,2001-09-08 21:47:00,44,23
404,Valeria Flores,2020-08-22 02:15:57,35,40
405,Laura Sánchez,2021-01-13 21:03:45,10,49
406,Ana González,2005-11-01 15:42:20,4,6
407,Daniel Cruz,2006-08-25 21:38:34,37,39
408,Gabriela Rodríguez,2013-08-30 18:03:13,9,35
409,Laura Ramírez,2010-05-02 06:25:37,37,19
410,Miguel Castillo,2020-12-07 09:54:20,24,4
411,Pedro González,2017-05-26 09:07:15,37,41
412,María Sánchez,2022-05-23 16:51:28,20,37
413,Jorge Ramírez,2010-12-20 14:01:49,84,44
414,Pedro Pérez,2019-01-10 04:25:08,35,44
415,Miguel Flores,2009-06-01 16:57:05,50,45
416,Gabriela Martínez,2014-09-17 12:07:20,48,39
417,Pedro Ramos,2008-02-14 23:52:55,9,6
418,Lucía Flores,2016-12-07 07:16:33,84,15
419,Juan Castillo,2004-09-15 23:57:21,24,23
420,Lucía Flores,2012-05-30 15:01:45,68,35
421,Daniel Martínez,2017-04-09 12:34:02,93,28
422,Gabriela Fernández,2004-08-22 05:02:51,6,20
423,Sofía Sánchez,2006-12-06 03:30:03,78,15
424,Daniel Rodríguez,2004-05-11 20:05:26,27,47
425,Jorge González,2004-03-27 05:39:01,93,47
426,Camila Pérez,2004-11-23 01:20:51,76,10
427,Pedro Flores,2016-06-15 02:48:56,58,16
428,Lucía Morales,2001-07-08 19:46:22,49,4
429,Pedro García,2000-08-12 20:24:00,93,40
430,Laura Martínez,2006-08-04 18:56:27,19,19
431,Juan Martínez,2011-01-13 03:20:08,35,44
432,Camila Morales,2019-11-19 12:55:31,2,12
433,María Martínez,2002-09-30 03:02:29,93,36
434,Carlos Rodríguez,2006-09-03 20:36:54,13,27
435,Ana Flores,2004-09-01 01:16:43,94,34
436,Jorge Rodríguez,2017-11-26 05:58:45,55,19
437,Daniel Flores,2008-12-13 08:21:36,92,43
438,Valeria García,2010-12-17 18:22:24,91,38
439,Gabriela Castillo,2003-01-09 06:52:53,54,48
440,Sofía González,2011-08-27 12:33:03,8,32
441,María Sánchez,2021-02-28 14:21:14,94,26
442,Carlos García,2017-12-10 04:05:39,2,19
443,Sofía Fernández,2004-12-18 22:26:00,9,16
444,Valeria Cruz,2013-12-28 15:29:09,14,48
445,Juan Fernández,2004-09-23 03:43:32,50,25
446,Andrés Martínez,2018-05-25 13:34:20,65,24
447,Daniel Vargas,2021-12-16 23:11:52,96,18
448,Andrés López,2004-03-20 01:13:37,71,45
449,Camila García,2007-04-03 09:35:33,67,47
450,Luis Fernández,2004-09-30 18:59:19,73,43
451,Luis Rodríguez,2019-12-05 14:10:16,51,43
452,Ana Ramírez,2018-06-08 13:23:14,10,27
453,Pedro González,2011-08-14 11:31:19,25,50
454,Jorge Pérez,2024-03-08 00:34:00,34,46
455,Gabriela Flores,2002-10-21 03:16:48,30,31
456,Lucía Ramos,2020-08-17 07:15:52,24,10
457,Sofía Sánchez,2017-01-26 07:35:15,55,28
458,Valeria Rodríguez,2010-06-22 17:53:20,48,42
459,Daniel López,2015-05-09 07:20:15,12,2
460,Camila Flores,2009-12-15 00:27:43,40,42
461,Ana Sánchez,2011-11-01 13:55:19,84,9
462,Miguel Rodríguez,2017-06-05 20:45:48,1,15
463,Ana Morales,2002-09-29 14:12:01,70,17
464,Daniel González,2003-04-06 12:58:17,68,48
465,Jorge Fernández,2023-09-29 13:07:51,73,9
466,Pedro Fernández,2019-06-20 20:05:15,25,15
467,Luis Torres,2003-02-25 22:20:25,47,10
468,Miguel García,2023-11-17 04:05:09,15,17
469,Lucía Ramírez,2018-06-23 06:07:27,31,7
470,Sofía López,2003-03-29 06:04:27,88,7
471,Ana López,2000-11-29 21:35:21,4,42
472,Miguel Ramírez,2000-01-03 20:09:07,50,8
473,Lucía García,2010-11-23 12:21:35,86,39
474,Laura Cruz,2021-09-18 05:40:26,22,23
475,Carlos López,2020-10-28 05:02:32,45,13
476,Daniel García,2021-06-30 16:48:21,53,25
477,Gabriela Fernández,2005-12-06 08:46:59,85,36
478,Sofía García,2021-05-24 21:51:59,57,13
479,Juan García,2020-12-25 21:02:43,64,39
480,Sofía García,2002-12-27 17:53:31,48,5
481,Miguel Cruz,2004-07-11 07:03:59,77,48
482,Gabriela Ramírez,2010-12-07 06:08:40,52,10
483,Daniel Martínez,2013-07-15 13:53:15,38,38
484,Daniel Ramírez,2014-08-12 00:55:43,19,11
485,Camila Castillo,2017-07-29 05:02:43,44,37
486,Gabriela Torres,2013-07-03 01:35:55,53,27
487,Laura Vargas,2016-04-16 11:38:25,29,48
488,Sofía Cruz,2013-06-27 22:45:57,76,31
489,Laura López,2019-09-16 16:03:06,29,42
490,Valeria García,2016-05-21 04:32:04,54,32
491,María Castillo,2016-03-06 13:42:38,91,9
492,Lucía López,2003-01-11 22:06:12,13,20
493,Carlos Fernández,2019-01-22 03:55:27,100,4
494,Laura González,2007-10-29 15:06:14,38,30
495,Carlos Torres,2022-08-11 17:57:09,79,11
496,Sofía Rodríguez,2011-07-16 10:57:22,71,8
497,Daniel Vargas,2020-10-06 03:06:27,41,37
498,Carlos Flores,2021-07-26 12:30:24,44,7
499,Luis Ramos,2019-09-17 04:30:36,100,13
500,Jorge González,2004-11-16 10:05:40,80,26
501,Carlos Ramos,2024-06-23 12:01:52,67,25
502,Carlos García,2002-03-12 22:22:35,40,4
503,Juan Ramírez,2012-06-20 10:27:18,98,50
504,Gabriela Vargas,2008-05-23 15:48:18,63,4
505,Carlos Flores,2014-05-12 11:21:57,35,36
506,María Fernández,2017-09-13 22:30:05,52,13
507,Carlos Fernández,2020-04-23 14:44:51,66,40
508,Daniel Pérez,2008-05-12 10:00:12,32,39
509,Camila Pérez,2000-01-26 07:19:13,30,23
510,Miguel González,2023-09-13 21:16:39,4,1
511,Luis Flores,2005-03-10 02:35:12,10,1
512,Andrés García,2008-04-02 23:35:35,58,50
513,Valeria González,2014-12-28 13:51:18,66,1
514,Lucía García,2000-08-15 04:37:01,83,34
515,Andrés Sánchez,2003-11-21 07:19:41,57,42
516,Sofía Sánchez,2023-04-03 17:44:21,10,3
517,Sofía Martínez,2004-04-28 10:26:38,67,45
