196,Lucía Ramírez,2000-09-26 22:02:54,22,15
197,Luis Martínez,2018-08-28 07:14:02,14,45
198,Pedro Castillo,2024-03-07 05:33:33,5,4
199,Andrés Pérez,2006-10-20 22:14:57,61,47
200,Carlos Ramírez,2010-06-28 13:53:00,63,31
201,Luis Rodríguez,2004-12-16 06:49:43,4,29
202,María García,2023-11-01 18:55:33,12,29
203,Miguel Fernández,2000-12-07 10:05:57,91,29
204,Andrés Ramírez,2007-12-09 09:41:17,45,34
205,Jorge Sánchez,2009-05-23 07:39:09,32,2
206,Miguel Flores,2024-03-14 16:53:12,60,26
207,María García,2024-04-29 08:21:54,91,14
208,Jorge Torres,2023-07-19 04:44:27,39,36
209,Juan Torres,2008-08-04 05:20:12,77,30
210,Lucía García,2003-05-13 19:39:21,49,6
211,Miguel Fernández,2016-10-21 01:40:43,50,27
212,Miguel Pérez,2014-01-26 02:05:18,19,16
213,Jorge García,2005-12-14 10:40:42,37,4
214,Daniel Rodríguez,2001-06-27 11:18:34,92,28
215,Juan Rodríguez,2021-05-08 03:32:07,95,36
216,Carlos González,2018-04-16 19:34:59,22,7
217,Laura Pérez,2001-12-06 22:41:38,4,21
218,Ana Ramos,2022-03-16 13:48:58,91,41
219,Carlos Fernández,2000-07-23 17:35:51,75,23
220,Lucía García,2011-03-07 00:12:04,48,31
221,Laura Castillo,2021-11-14 12:46:43,70,37
222,Sofía Fernández,2006-09-29 21:53:09,96,34
223,Gabriela Morales,2018-04-08 08:47:21,54,50
224,Lucía Castillo,2000-06-25 19:36:09,15,10
225,Pedro Fernández,2013-04-01 16:26:46,25,33
226,Lucía García,2015-09-25 11:59:48,67,45
227,Miguel Martínez,2017-09-21 12:01:05,22,3
228,Laura González,2010-10-25 08:17:17,16,37
229,Lucía Sánchez,2016-08-06 22:38:01,17,28
230,Valeria Morales,2023-03-25 19:56:01,54,21
231,Ana Rodríguez,2006-03-07 02:13:40,57,10
232,Miguel Sánchez,2014-04-03 18:03:44,41,26
233,Pedro Cruz,2010-02-11 16:53:39,40,24
234,Ana Vargas,2016-08-14 23:04:29,73,29
235,Andrés Fernández,2000-01-30 13:56:59,55,40
236,Juan Castillo,2017-01-01 15:14:38,57,20
237,Gabriela López,2021-04-15 04:11:40,86,48
238,Miguel Cruz,2021-08-11 17:04:03,67,10
239,Carlos Fernández,2003-10-11 10:42:59,37,47
240,Camila Sánchez,2007-07-23 21:03:00,35,38
241,Laura Vargas,2014-01-07 11:58:38,4,49
242,Sofía Cruz,2011-08-24 13:09:59,70,13
243,Daniel Pérez,2003-05-08 19:16:54,16,27
244,Daniel Castillo,2005-03-28 00:58:00,51,32
245,Laura Martínez,2008-11-19 00:11:26,91,30
246,Lucía Castillo,2007-05-27 04:24:48,90,45
247,Ana Ramírez,2020-04-08 14:04:39,30,11
248,Daniel Ramos,2005-12-21 03:31:51,8,29
249,Lucía López,2004-11-11 02:12:43,18,1
250,Jorge Pérez,2016-04-18 12:36:07,47,4
251,Camila Fernández,2016-10-08 20:29:15,25,31
252,Pedro Morales,2007-06-28 05:31:13,29,18
253,Ana Vargas,2018-11-01 03:12:44,31,35
254,Jorge Morales,2010-12-19 00:46:25,76,35
255,Gabriela Ramírez,2003-06-10 01:08:20,85,24
256,Lucía Torres,2006-12-19 23:42:51,53,26
257,María González,2017-04-30 04:25:53,3,6
258,Sofía Castillo,2003-04-20 20:57:02,87,37
259,Laura Cruz,2023-12-09 13:09:35,4,47
260,Miguel Ramírez,2016-10-17 21:33:35,58,41
261,Lucía Rodríguez,2017-07-04 08:20:45,87,37
262,Valeria Cruz,2003-11-18 12:55:08,47,15
263,Miguel González,2004-05-19 00:43:33,26,46
264,Jorge Rodríguez,2001-05-06 06:53:59,71,7
265,Valeria Castillo,2022-05-27 17:37:30,37,36
266,Laura Castillo,2008-02-28 08:30:53,68,8
267,Juan Morales,2000-07-11 09:35:59,52,19
268,Daniel Pérez,2007-02-18 23:35:02,80,16
269,Jorge Morales,2024-06-22 07:02:30,14,1
270,Pedro López,2016-02-22 22:25:00,14,4
271,Carlos Sánchez,2003-05-11 00:53:09,35,6
272,Camila Ramírez,2000-03-13 12:16:18,3,34
273,Ana García,2016-12-27 13:01:28,2,12
274,Andrés Flores,2014-03-27 20:22:34,66,48
275,Gabriela Ramos,2004-10-09 00:10:36,41,7
276,Daniel Pérez,2012-04-09 05:07:17,23,35
277,Gabriela García,2000-09-04 04:40:34,48,22
278,Laura Ramírez,2011-06-24 09:50:07,15,35
279,Valeria Martínez,2010-04-02 15:53:12,42,6
280,Jorge González,2010-04-21 23:02:19,63,26
281,Daniel Torres,2006-03-29 13:38:45,21,1
282,Luis Flores,2000-08-24 00:42:11,70,43
283,Luis Torres,2022-02-09 06:43:54,66,33
284,Gabriela Castillo,2009-01-26 18:09:24,57,31
285,Juan Rodríguez,2014-12-12 02:55:50,59,22
286,Lucía Ramos,2024-08-10 05:05:21,94,43
287,Daniel Ramírez,2021-05-23 13:19:41,51,6
288,Sofía Ramos,2023-11-27 02:49:15,63,45
289,Pedro Cruz,2022-05-20 04:11:31,20,41
290,María López,2014-08-19 18:12:20,98,16
291,Luis Ramos,2023-04-17 10:29:47,56,32
292,Juan Morales,2011-04-04 04:49:36,87,35
293,Lucía Castillo,2006-05-17 13:30:08,75,13
294,Sofía Rodríguez,2000-03-08 03:44:39,69,7
295,Ana Ramos,2018-05-16 07:59:25,92,29
296,Ana Ramos,2022-03-19 00:43:26,45,8
297,Laura Ramos,2014-07-30 19:54:55,57,24
298,María López,2021-09-27 21:31:17,46,22
299,Laura López,2023-06-06 19:18:45,81,44
300,Jorge Ramos,2014-12-15 22:08:14,86,1
301,Miguel Cruz,2013-06-11 19:59:49,41,1
302,Daniel Vargas,2021-11-22 21:47:24,57,29
303,Camila Ramos,2020-06-02 09:27:38,41,38
304,Luis Castillo,2021-02-24 14:31:27,33,17
305,Daniel Vargas,2022-01-05 13:55:33,93,48
306,Pedro Ramos,2018-04-22 06:44:13,13,44
307,Valeria Martínez,2011-12-28 16:50:29,84,23
308,Juan Sánchez,2003-10-25 16:00:57,68,49
309,María Cruz,2007-11-28 04:40:38,62,41
310,Jorge García,2012-05-29 17:17:01,50,26
311,Gabriela Pérez,2004-05-26 15:14:54,72,37
312,Sofía Flores,2018-06-10 09:47:51,7,49
313,Jorge Cruz,2002-12-06 19:53:51,50,44
314,Sofía Ramírez,2002-10-10 10:15:19,19,40
315,Andrés Martínez,2021-06-26 06:53:29,25,15
316,Sofía Rodríguez,2003-07-29 01:50:23,84,30
317,Camila Castillo,2013-08-03 16:22:20,56,50
318,María Morales,2000-03-24 19:17:25,74,24
319,Andrés López,2010-11-19 18:45:59,15,20
320,Lucía Flores,2019-04-06 07:03:56,36,13
321,Miguel Ramos,2010-05-22 06:38:26,94,13
322,Sofía Vargas,2009-01-12 12:02:52,60,43
323,María Vargas,2005-01-03 09:41:33,57,2
324,Andrés Ramírez,2022-11-17 12:06:47,69,12
325,Luis Sánchez,2009-04-16 09:41:51,47,34
326,Luis Ramos,2002-07-24 17:16:53,57,30
327,Gabriela Torres,2016-12-16 07:45:17,76,34
328,Carlos Cruz,2005-10-20 22:32:23,51,25
329,Camila Pérez,2009-12-12 01:30:36,31,39
330,Pedro Castillo,2014-03-16 20:38:30,77,27
331,María Vargas,2003-12-18 15:37:15,92,35
332,Daniel Flores,2017-01-29 17:47:38,34,15
333,Miguel González,2003-11-15 16:26:20,60,13
334,Ana González,2012-08-18 06:57:03,24,27
335,Jorge Ramos,2011-12-28 03:20:24,7,28
336,Jorge Cruz,2022-02-18 08:45:56,43,46
337,Ana Rodríguez,2020-11-14 14:37:03,62,33
338,Gabriela Martínez,2002-01-29 07:06:10,5,3
339,Pedro Vargas,2016-10-10 15:57:27,38,42
340,Juan Vargas,2006-09-19 20:26:49,43,6
341,Andrés Torres,2008-04-09 04:37:22,75,24
342,Lucía Rodríguez,2009-01-08 15:30:26,92,29
343,Pedro Morales,2016-06-11 16:59:34,82,4
344,Pedro Vargas,2012-12-17 17:05:16,76,11
345,Camila Fernández,2009-01-17 18:46:28,52,44
346,Daniel Sánchez,2004-11-14 05:25:10,100,3
347,Camila Castillo,2011-12-21 16:46:29,76,13
348,Gabriela García,2021-09-18 13:29:26,16,35
349,Andrés Morales,2023-02-20 07:03:06,54,37
350,Luis García,2015-04-03 12:36:11,55,34
351,Juan González,2015-02-02 06:30:29,82,27
352,Lucía Cruz,2012-12-27 13:47:21,87,28
353,Sofía Torres,2018-04-02 09:47:20,14,50
354,Daniel García,2022-12-17 23:59:37,19,27
355,Valeria Pérez,2003-01-17 19:50:35,86,5
356,Pedro Cruz,2021-07-06 08:32:20,38,49
357,Luis Flores,2012-12-29 13:47:39,91,36
358,Sofía Flores,2010-04-29 14:01:47,13,45
359,Miguel Pérez,2013-03-15 05:31:36,40,34
360,Ana Flores,2001-07-29 08:17:55,92,50
361,Juan García,2023-07-28 01:45:01,63,35
362,Lucía González,2014-08-01 05:05:42,89,3
363,Lucía Martínez,2016-03-06 00:20:25,76,12
364,Andrés Torres,2024-08-10 04:39:19,50,8
365,Ana Flores,2011-11-28 23:43:29,3,29
366,Juan Sánchez,2001-09-30 13:07:38,78,3
367,Lucía García,2015-06-18 10:26:43,42,1
368,Daniel García,2009-10-21 23:10:12,44,5
369,Lucía Rodríguez,2000-01-21 11:01:47,80,45
370,Ana Cruz,2014-04-07 22:48:56,71,16
371,Gabriela Ramírez,2001-11-05 20:57:04,62,32
372,Daniel Torres,2019-05-30 00:12:02,27,36
373,María Morales,2016-05-21 18:12:20,22,25
374,Juan Ramírez,2022-07-13 01:07:44,74,1
375,Camila Castillo,2009-06-03 19:41:43,67,38
376,Sofía López,2001-10-29 22:59:53,44,37
377,Juan López,2001-08-07 23:01:34,92,20
378,Valeria Fernández,2019-11-16 23:30:45,74,29
379,Carlos López,2020-07-02 19:00:39,10,33
380,María Ramos,2016-03-10 12:25:30,70,36
381,Jorge Flores,2002-06-03 13:39:40,75,40
382,Ana García,2013-07-22 13:34:40,66,21
383,Laura Vargas,2011-03-21 04:12:41,65,23
384,Valeria González,2012-10-21 00:56:21,35,9
385,María Torres,2009-10-30 16:37:49,25,7
386,Luis Ramos,2007-04-19 04:33:03,30,23
387,Pedro Rodríguez,2000-02-20 06:42:09,36,24
388,Juan Torres,2022-12-29 07:47:55,71,33
389,Valeria Sánchez,2023-12-24 08:03:51,79,39
390,Lucía García,2007-06-16 00:28:00,30,8
391,Laura Torres,2005-01-22 08:03:52,43,32
392,Daniel Ramírez,2006-11-25 21:43:57,88,5
393,Lucía Martínez,2000-04-18 22:07:20,36,28
394,Carlos Fernández,2023-09-08 09:52:12,80,38
395,Camila Sánchez,2017-03-06 23:20:14,6,10
396,Sofía Vargas,2016-06-06 18:24:58,70,42
397,Pedro García,2004-04-25 18:34:45,38,23
398,Camila Martínez,2006-02-23 03:29:11,77,4
399,Gabriela Martínez,2006-10-05 10:13:11,33,30
400,Carlos Ramos,2002-03-31 13:18:17,21,31
401,Carlos García,2021-09-14 22:37:46,83,41
402,Gabriela Torres,2022-08-27 21:04:04,33,50
403,Jorge Fernández,2023-10-06 03:12:23,55,23
404,Laura Ramos,2013-08-28 15:36:10,35,33
405,Ana Cruz,2002-02-23 19:39:08,84,3
406,Ana Pérez,2003-12-04 12:32:10,91,2
407,Juan Fernández,2022-11-24 02:51:53,9,10
408,Laura Martínez,2006-07-09 11:59:42,2,41
409,Miguel Pérez,2006-10-27 21:06:27,14,47
410,Ana Ramos,2022-11-01 04:56:37,15,49
411,Pedro López,2013-06-26 18:32:08,77,50
412,Pedro González,2020-05-21 13:42:46,67,27
413,Pedro González,2008-05-24 13:33:44,89,9
414,Gabriela Cruz,2024-05-02 19:48:16,67,31
415,Sofía Martínez,2013-04-10 10:01:58,24,25
416,Valeria González,2006-01-11 01:15:43,19,41
417,Lucía García,2022-08-30 03:38:32,86,4
418,Gabriela González,2021-07-11 09:35:14,62,41
419,Valeria Ramírez,2023-04-13 23:46:59,91,38
420,Sofía Vargas,2019-06-21 05:47:27,36,14
421,Ana Pérez,2018-07-18 00:31:46,41,28
422,Miguel Sánchez,2022-09-08 20:53:53,3,33
423,Laura González,2011-05-01 09:59:09,16,1
424,Laura Flores,2018-06-07 21:03:54,9,46
425,Ana Fernández,2017-04-07 02:43:16,45,9
426,Jorge Ramírez,2019-06-27 03:18:08,30,49
427,Carlos Morales,2005-04-23 08:31:18,85,21
428,Valeria Morales,2013-04-16 21:20:35,75,40
429,Camila Ramírez,2004-08-31 13:29:29,12,2
430,Jorge López,2021-07-11 00:22:44,3,48
431,Juan Ramos,2020-10-23 17:22:18,22,23
432,Pedro Ramos,2020-07-24 16:26:44,74,48
433,Andrés Martínez,2023-06-02 14:42:50,73,21
434,Jorge Torres,2019-08-26 10:41:40,75,18
435,Ana López,2001-06-05 21:45:17,7,27
436,María Sánchez,2005-06-19 09:16:37,34,7
437,Daniel Vargas,2000-08-27 05:51:35,34,37
438,Laura Castillo,2008-01-15 20:57:59,32,26
439,Laura García,2005-08-06 04:56:14,81,26
440,Daniel Rodríguez,2014-12-04 02:29:21,45,4
441,Luis González,2006-09-07 14:57:19,66,18
442,Lucía Pérez,2008-02-16 01:29:14,17,23
443,Valeria Ramírez,2004-11-23 21:56:11,83,7
444,Sofía Flores,2023-12-18 16:24:23,60,32
445,Pedro Castillo,2022-09-10 16:32:31,33,17
446,Gabriela Vargas,2002-01-14 13:11:06,28,12
447,Lucía Sánchez,2003-09-28 05:45:43,14,34
448,Ana Flores,2020-05-25 22:49:43,42,10
449,Miguel Pérez,2002-06-16 09:30:05,50,26
450,Laura Morales,2020-10-18 06:33:37,53,7
451,Valeria Ramírez,2014-06-12 03:22:15,45,35
452,Laura Flores,2020-11-09 09:10:13,74,7
453,Jorge García,2009-01-26 12:14:40,82,7
454,Camila Torres,2020-08-01 19:17:37,2,41
455,Ana García,2024-05-04 03:13:44,5,41
456,Gabriela García,2010-06-03 14:19:01,1,48
457,Jorge García,2007-03-26 09:08:36,32,4
458,Lucía Morales,2011-05-12 22:15:25,24,3
459,Laura Ramos,2000-03-14 12:21:15,16,11
460,Ana Ramos,2024-02-17 12:07:50,38,20
461,Ana Sánchez,2019-11-25 05:54:36,75,36
462,Carlos Morales,2017-10-05 22:06:48,97,31
463,Miguel García,2009-07-14 00:04:27,46,30
464,Gabriela Cruz,2003-08-13 17:03:56,56,18
465,Ana López,2007-10-27 08:34:53,29,41
466,Pedro Pérez,2011-04-06 06:08:34,59,3
467,Jorge Vargas,2017-12-18 00:57:58,54,22
468,Pedro Torres,2006-12-12 10:01:13,77,3
469,Miguel Cruz,2015-10-07 17:46:55,53,41
470,Jorge Fernández,2020-09-18 21:59:10,99,16
471,Sofía González,2009-03-19 16:29:46,90,23
472,Camila Rodríguez,2007-04-17 13:42:39,64,49
473,Pedro Cruz,2013-01-01 18:05:36,13,12
474,Luis Castillo,2011-04-14 19:36:12,72,23
475,Valeria Vargas,2015-02-13 10:01:26,46,27
476,Juan Cruz,2015-06-08 20:01:00,38,19
477,Lucía Rodríguez,2001-08-11 19:40:58,3,33
478,Luis García,2020-05-08 01:06:23,5,29
479,Gabriela Castillo,2021-10-01 17:19:14,77,28
480,Carlos Torres,2012-02-04 19:14:49,86,7
481,Andrés Castillo,2001-01-18 18:03:28,10,14
482,Luis Ramos,2019-11-21 13:03:23,49,43
483,Luis Vargas,2003-03-23 00:30:40,67,4
484,Pedro Castillo,2009-07-01 08:45:21,93,12
485,Juan Cruz,2004-10-22 14:57:20,23,45
486,María Morales,2012-04-19 05:06:59,22,45
487,Sofía Martínez,2023-09-30 14:33:32,9,44
488,Carlos Cruz,2019-08-26 03:28:11,38,10
489,María González,2009-03-20 05:26:48,65,26
490,Pedro Vargas,2017-03-11 03:45:08,78,29
491,Daniel Pérez,2023-12-09 11:35:30,18,30
492,Lucía Martínez,2023-03-02 06:46:07,41,16
493,Juan Vargas,2005-09-28 17:23:48,47,36
494,Valeria Rodríguez,2014-04-15 06:27:02,98,37
495,Laura Sánchez,2006-01-24 11:05:37,99,22
496,Valeria Martínez,2007-07-04 04:23:29,51,38
497,Gabriela Morales,2016-10-08 05:33:20,68,24
498,Luis López,2006-12-27 08:22:14,73,6
499,Miguel Vargas,2011-08-30 19:56:48,100,4
500,Carlos Torres,2021-01-07 02:32:15,25,1
501,Daniel Torres,2021-09-07 22:10:37,74,3
502,Sofía Ramos,2012-11-20 23:31:46,64,27
503,Daniel Torres,2020-12-26 12:48:57,2,27
504,María Rodríguez,2018-11-27 04:11:52,29,41
505,Miguel Castillo,2021-11-03 10:47:49,27,24
506,Laura López,2022-11-05 12:34:35,74,24
507,Laura Ramos,2000-09-04 04:50:29,16,11
508,Camila Vargas,2021-02-04 06:36:31,22,43
509,Jorge López,2004-08-31 19:53:39,89,42
510,Laura González,2015-07-12 12:29:08,15,17
511,Jorge López,2011-12-28 17:20:04,10,43
512,Ana Ramírez,2019-08-03 02:11:19,50,36
513,Andrés López,2004-09-02 13:54:46,11,1
514,Juan Rodríguez,2008-06-02 20:35:39,49,36
515,Ana Martínez,2021-04-20 03:34:48,74,3
516,Sofía Castillo,2014-12-29 15:03:36,88,6
517,Andrés Sánchez,2001-02-10 02:38:31,96,14
